seqid,phobius_start,phobius_end,phobius_type
tr|A0A0D2UR10|A0A0D2UR10_CAPO3,10,21,SP
tr|A0A0D2UR38|A0A0D2UR38_CAPO3,6,21,SP
tr|A0A0D2URK2|A0A0D2URK2_CAPO3,4,15,SP
tr|A0A0D2URN9|A0A0D2URN9_CAPO3,448,469,TM
tr|A0A0D2URS2|A0A0D2URS2_CAPO3,565,588,TM
tr|A0A0D2URS5|A0A0D2URS5_CAPO3,2340,2362,TM
tr|A0A0D2URV1|A0A0D2URV1_CAPO3,21,39,TM
tr|A0A0D2US79|A0A0D2US79_CAPO3,198,216,TM
tr|A0A0D2USA6|A0A0D2USA6_CAPO3,90,113,TM
tr|A0A0D2USH6|A0A0D2USH6_CAPO3,692,714,TM
tr|A0A0D2USJ6|A0A0D2USJ6_CAPO3,155,175,TM
tr|A0A0D2USK7|A0A0D2USK7_CAPO3,3,14,SP
tr|A0A0D2USS3|A0A0D2USS3_CAPO3,10,21,SP
tr|A0A0D2USY8|A0A0D2USY8_CAPO3,12,34,TM
tr|A0A0D2USZ6|A0A0D2USZ6_CAPO3,31,51,TM
tr|A0A0D2UT15|A0A0D2UT15_CAPO3,78,85,SP
tr|A0A0D2UT48|A0A0D2UT48_CAPO3,42,65,TM
tr|A0A0D2UT76|A0A0D2UT76_CAPO3,107,125,TM
tr|A0A0D2UTD3|A0A0D2UTD3_CAPO3,4,15,SP
tr|A0A0D2UTE2|A0A0D2UTE2_CAPO3,721,743,TM
tr|A0A0D2UTE5|A0A0D2UTE5_CAPO3,653,676,TM
tr|A0A0D2UTF0|A0A0D2UTF0_CAPO3,4,15,SP
tr|A0A0D2UTV0|A0A0D2UTV0_CAPO3,664,687,TM
tr|A0A0D2UTV6|A0A0D2UTV6_CAPO3,1226,1248,TM
tr|A0A0D2VF48|A0A0D2VF48_CAPO3,573,595,TM
tr|A0A0D2VF51|A0A0D2VF51_CAPO3,1372,1395,TM
tr|A0A0D2VF61|A0A0D2VF61_CAPO3,58,77,TM
tr|A0A0D2VF75|A0A0D2VF75_CAPO3,3,14,SP
tr|A0A0D2VFC6|A0A0D2VFC6_CAPO3,8,23,SP
tr|A0A0D2VFE7|A0A0D2VFE7_CAPO3,6,25,TM
tr|A0A0D2VFF0|A0A0D2VFF0_CAPO3,475,498,TM
tr|A0A0D2VFF6|A0A0D2VFF6_CAPO3,21,43,TM
tr|A0A0D2VFH8|A0A0D2VFH8_CAPO3,9,27,SP
tr|A0A0D2VFT2|A0A0D2VFT2_CAPO3,647,667,TM
tr|A0A0D2VFU9|A0A0D2VFU9_CAPO3,131,155,TM
tr|A0A0D2VG47|A0A0D2VG47_CAPO3,836,857,TM
tr|A0A0D2VG55|A0A0D2VG55_CAPO3,7,14,SP
tr|A0A0D2VG76|A0A0D2VG76_CAPO3,6,30,TM
tr|A0A0D2VG91|A0A0D2VG91_CAPO3,245,263,TM
tr|A0A0D2VGA6|A0A0D2VGA6_CAPO3,4,15,SP
tr|A0A0D2VGE8|A0A0D2VGE8_CAPO3,922,941,TM
tr|A0A0D2VGH2|A0A0D2VGH2_CAPO3,3,14,SP
tr|A0A0D2VGJ3|A0A0D2VGJ3_CAPO3,73,92,TM
tr|A0A0D2VGN1|A0A0D2VGN1_CAPO3,107,125,TM
tr|A0A0D2VGQ2|A0A0D2VGQ2_CAPO3,20,45,TM
tr|A0A0D2VGR4|A0A0D2VGR4_CAPO3,968,986,TM
tr|A0A0D2VGU2|A0A0D2VGU2_CAPO3,22,47,TM
tr|A0A0D2VGW6|A0A0D2VGW6_CAPO3,2,13,SP
tr|A0A0D2VGX2|A0A0D2VGX2_CAPO3,63,82,TM
tr|A0A0D2VGX4|A0A0D2VGX4_CAPO3,37,65,TM
tr|A0A0D2VH55|A0A0D2VH55_CAPO3,534,553,TM
tr|A0A0D2VH93|A0A0D2VH93_CAPO3,1653,1676,TM
tr|A0A0D2VHA5|A0A0D2VHA5_CAPO3,572,595,TM
tr|A0A0D2VHB6|A0A0D2VHB6_CAPO3,274,295,TM
tr|A0A0D2VHC8|A0A0D2VHC8_CAPO3,6,25,TM
tr|A0A0D2VHU9|A0A0D2VHU9_CAPO3,413,436,TM
tr|A0A0D2VHW5|A0A0D2VHW5_CAPO3,887,909,TM
tr|A0A0D2VI64|A0A0D2VI64_CAPO3,936,959,TM
tr|A0A0D2VI91|A0A0D2VI91_CAPO3,716,741,TM
tr|A0A0D2VIA7|A0A0D2VIA7_CAPO3,145,166,TM
tr|A0A0D2VIE7|A0A0D2VIE7_CAPO3,40,59,TM
tr|A0A0D2VIK2|A0A0D2VIK2_CAPO3,960,976,TM
tr|A0A0D2VIL9|A0A0D2VIL9_CAPO3,14,36,TM
tr|A0A0D2VIM4|A0A0D2VIM4_CAPO3,6,17,SP
tr|A0A0D2VIU7|A0A0D2VIU7_CAPO3,89,107,TM
tr|A0A0D2VJ80|A0A0D2VJ80_CAPO3,626,648,TM
tr|A0A0D2VJ93|A0A0D2VJ93_CAPO3,140,159,TM
tr|A0A0D2VJD3|A0A0D2VJD3_CAPO3,3,10,SP
tr|A0A0D2VJE0|A0A0D2VJE0_CAPO3,349,371,TM
tr|A0A0D2VJE4|A0A0D2VJE4_CAPO3,349,371,TM
tr|A0A0D2VJL0|A0A0D2VJL0_CAPO3,6,17,SP
tr|A0A0D2VJP7|A0A0D2VJP7_CAPO3,364,384,TM
tr|A0A0D2VJV0|A0A0D2VJV0_CAPO3,3,14,SP
tr|A0A0D2VJZ5|A0A0D2VJZ5_CAPO3,11,18,SP
tr|A0A0D2VK78|A0A0D2VK78_CAPO3,520,543,TM
tr|A0A0D2VKF1|A0A0D2VKF1_CAPO3,5,15,SP
tr|A0A0D2VKG9|A0A0D2VKG9_CAPO3,37,58,TM
tr|A0A0D2VKK9|A0A0D2VKK9_CAPO3,129,150,TM
tr|A0A0D2VKN5|A0A0D2VKN5_CAPO3,250,268,TM
tr|A0A0D2VKR6|A0A0D2VKR6_CAPO3,8,20,SP
tr|A0A0D2VKT0|A0A0D2VKT0_CAPO3,378,402,TM
tr|A0A0D2VKV0|A0A0D2VKV0_CAPO3,41,62,TM
tr|A0A0D2VKX5|A0A0D2VKX5_CAPO3,29,51,TM
tr|A0A0D2VKZ2|A0A0D2VKZ2_CAPO3,1872,1892,TM
tr|A0A0D2VL08|A0A0D2VL08_CAPO3,415,434,TM
tr|A0A0D2VL12|A0A0D2VL12_CAPO3,177,198,TM
tr|A0A0D2VL51|A0A0D2VL51_CAPO3,92,111,TM
tr|A0A0D2VL55|A0A0D2VL55_CAPO3,9,20,SP
tr|A0A0D2VL70|A0A0D2VL70_CAPO3,12,22,SP
tr|A0A0D2VL75|A0A0D2VL75_CAPO3,8,16,SP
tr|A0A0D2VLA2|A0A0D2VLA2_CAPO3,317,333,TM
tr|A0A0D2VLC3|A0A0D2VLC3_CAPO3,12,24,SP
tr|A0A0D2VLF9|A0A0D2VLF9_CAPO3,3,11,SP
tr|A0A0D2VLL9|A0A0D2VLL9_CAPO3,7,27,TM
tr|A0A0D2VLP3|A0A0D2VLP3_CAPO3,28,50,TM
tr|A0A0D2VLR2|A0A0D2VLR2_CAPO3,12,29,TM
tr|A0A0D2VLS1|A0A0D2VLS1_CAPO3,65,83,TM
tr|A0A0D2VLT7|A0A0D2VLT7_CAPO3,20,27,SP
tr|A0A0D2VM17|A0A0D2VM17_CAPO3,5,24,TM
tr|A0A0D2VM34|A0A0D2VM34_CAPO3,29,48,TM
tr|A0A0D2VM60|A0A0D2VM60_CAPO3,572,589,TM
tr|A0A0D2VM70|A0A0D2VM70_CAPO3,112,133,TM
tr|A0A0D2VME3|A0A0D2VME3_CAPO3,3,14,SP
tr|A0A0D2VMG2|A0A0D2VMG2_CAPO3,4,15,SP
tr|A0A0D2VMI2|A0A0D2VMI2_CAPO3,296,320,TM
tr|A0A0D2VMQ6|A0A0D2VMQ6_CAPO3,6,39,TM
tr|A0A0D2VMV3|A0A0D2VMV3_CAPO3,234,252,TM
tr|A0A0D2VMV7|A0A0D2VMV7_CAPO3,3,13,SP
tr|A0A0D2VN52|A0A0D2VN52_CAPO3,9,19,SP
tr|A0A0D2VN90|A0A0D2VN90_CAPO3,12,22,SP
tr|A0A0D2VN94|A0A0D2VN94_CAPO3,4,16,SP
tr|A0A0D2VNA4|A0A0D2VNA4_CAPO3,20,41,TM
tr|A0A0D2VNB1|A0A0D2VNB1_CAPO3,55,81,TM
tr|A0A0D2VNB3|A0A0D2VNB3_CAPO3,25,42,TM
tr|A0A0D2VNB5|A0A0D2VNB5_CAPO3,21,41,TM
tr|A0A0D2VNC5|A0A0D2VNC5_CAPO3,348,370,TM
tr|A0A0D2VNI0|A0A0D2VNI0_CAPO3,8,19,SP
tr|A0A0D2VNJ5|A0A0D2VNJ5_CAPO3,105,122,TM
tr|A0A0D2VNK3|A0A0D2VNK3_CAPO3,807,830,TM
tr|A0A0D2VNP6|A0A0D2VNP6_CAPO3,9,20,SP
tr|A0A0D2VNQ6|A0A0D2VNQ6_CAPO3,3,11,SP
tr|A0A0D2VNV6|A0A0D2VNV6_CAPO3,828,852,TM
tr|A0A0D2VNX6|A0A0D2VNX6_CAPO3,6,32,TM
tr|A0A0D2VNZ7|A0A0D2VNZ7_CAPO3,26,50,TM
tr|A0A0D2VP18|A0A0D2VP18_CAPO3,619,642,TM
tr|A0A0D2VP39|A0A0D2VP39_CAPO3,29,54,TM
tr|A0A0D2VP45|A0A0D2VP45_CAPO3,780,801,TM
tr|A0A0D2VP48|A0A0D2VP48_CAPO3,686,708,TM
tr|A0A0D2VP55|A0A0D2VP55_CAPO3,228,253,TM
tr|A0A0D2VP71|A0A0D2VP71_CAPO3,117,139,TM
tr|A0A0D2VP83|A0A0D2VP83_CAPO3,14,24,SP
tr|A0A0D2VPA3|A0A0D2VPA3_CAPO3,2,10,SP
tr|A0A0D2VPC7|A0A0D2VPC7_CAPO3,216,234,TM
tr|A0A0D2VPG5|A0A0D2VPG5_CAPO3,463,485,TM
tr|A0A0D2VPH6|A0A0D2VPH6_CAPO3,139,161,TM
tr|A0A0D2VPI0|A0A0D2VPI0_CAPO3,12,34,TM
tr|A0A0D2VPL3|A0A0D2VPL3_CAPO3,912,931,TM
tr|A0A0D2VPM1|A0A0D2VPM1_CAPO3,12,22,SP
tr|A0A0D2VPQ1|A0A0D2VPQ1_CAPO3,2,10,SP
tr|A0A0D2VPQ8|A0A0D2VPQ8_CAPO3,680,701,TM
tr|A0A0D2VPX0|A0A0D2VPX0_CAPO3,82,106,TM
tr|A0A0D2VPZ6|A0A0D2VPZ6_CAPO3,4,19,SP
tr|A0A0D2VQ21|A0A0D2VQ21_CAPO3,576,600,TM
tr|A0A0D2VQ40|A0A0D2VQ40_CAPO3,33,56,TM
tr|A0A0D2VQ72|A0A0D2VQ72_CAPO3,71,91,TM
tr|A0A0D2VQ75|A0A0D2VQ75_CAPO3,12,32,TM
tr|A0A0D2VQA9|A0A0D2VQA9_CAPO3,337,358,TM
tr|A0A0D2VQG6|A0A0D2VQG6_CAPO3,173,191,TM
tr|A0A0D2VQK6|A0A0D2VQK6_CAPO3,32,50,TM
tr|A0A0D2VQM3|A0A0D2VQM3_CAPO3,689,712,TM
tr|A0A0D2VQN7|A0A0D2VQN7_CAPO3,138,155,TM
tr|A0A0D2VQQ8|A0A0D2VQQ8_CAPO3,7,14,SP
tr|A0A0D2VQW4|A0A0D2VQW4_CAPO3,630,657,TM
tr|A0A0D2VQX6|A0A0D2VQX6_CAPO3,12,35,TM
tr|A0A0D2VR17|A0A0D2VR17_CAPO3,249,272,TM
tr|A0A0D2VR75|A0A0D2VR75_CAPO3,12,27,TM
tr|A0A0D2VR93|A0A0D2VR93_CAPO3,12,42,TM
tr|A0A0D2VRD3|A0A0D2VRD3_CAPO3,535,557,TM
tr|A0A0D2VRM7|A0A0D2VRM7_CAPO3,68,95,TM
tr|A0A0D2VRT2|A0A0D2VRT2_CAPO3,690,710,TM
tr|A0A0D2VRT6|A0A0D2VRT6_CAPO3,3,14,SP
tr|A0A0D2VRV1|A0A0D2VRV1_CAPO3,408,431,TM
tr|A0A0D2VRV3|A0A0D2VRV3_CAPO3,6,13,SP
tr|A0A0D2VRW4|A0A0D2VRW4_CAPO3,197,222,TM
tr|A0A0D2VRW6|A0A0D2VRW6_CAPO3,49,69,TM
tr|A0A0D2VRX2|A0A0D2VRX2_CAPO3,5,16,SP
tr|A0A0D2VRZ0|A0A0D2VRZ0_CAPO3,4,14,SP
tr|A0A0D2VRZ3|A0A0D2VRZ3_CAPO3,200,221,TM
tr|A0A0D2VS27|A0A0D2VS27_CAPO3,298,323,TM
tr|A0A0D2VS29|A0A0D2VS29_CAPO3,873,891,TM
tr|A0A0D2VS87|A0A0D2VS87_CAPO3,232,249,TM
tr|A0A0D2VSD9|A0A0D2VSD9_CAPO3,19,30,SP
tr|A0A0D2VSE2|A0A0D2VSE2_CAPO3,11,24,SP
tr|A0A0D2VSF1|A0A0D2VSF1_CAPO3,148,170,TM
tr|A0A0D2VSJ9|A0A0D2VSJ9_CAPO3,1690,1708,TM
tr|A0A0D2VSN0|A0A0D2VSN0_CAPO3,4,9,SP
tr|A0A0D2VSN7|A0A0D2VSN7_CAPO3,9,20,SP
tr|A0A0D2VSP8|A0A0D2VSP8_CAPO3,943,962,TM
tr|A0A0D2VSS9|A0A0D2VSS9_CAPO3,4,15,SP
tr|A0A0D2VSX7|A0A0D2VSX7_CAPO3,548,570,TM
tr|A0A0D2VSY9|A0A0D2VSY9_CAPO3,247,267,TM
tr|A0A0D2VSZ6|A0A0D2VSZ6_CAPO3,214,236,TM
tr|A0A0D2VT19|A0A0D2VT19_CAPO3,582,599,TM
tr|A0A0D2VT40|A0A0D2VT40_CAPO3,313,332,TM
tr|A0A0D2VT47|A0A0D2VT47_CAPO3,171,194,TM
tr|A0A0D2VT57|A0A0D2VT57_CAPO3,115,148,TM
tr|A0A0D2VT90|A0A0D2VT90_CAPO3,31,50,TM
tr|A0A0D2VTA5|A0A0D2VTA5_CAPO3,9,20,SP
tr|A0A0D2VTB0|A0A0D2VTB0_CAPO3,153,173,TM
tr|A0A0D2VTB4|A0A0D2VTB4_CAPO3,309,324,TM
tr|A0A0D2VTG4|A0A0D2VTG4_CAPO3,717,738,TM
tr|A0A0D2VTJ8|A0A0D2VTJ8_CAPO3,2,10,SP
tr|A0A0D2VTU1|A0A0D2VTU1_CAPO3,414,437,TM
tr|A0A0D2VTU7|A0A0D2VTU7_CAPO3,1450,1471,TM
tr|A0A0D2VTV6|A0A0D2VTV6_CAPO3,228,251,TM
tr|A0A0D2VTX4|A0A0D2VTX4_CAPO3,12,32,TM
tr|A0A0D2VTZ0|A0A0D2VTZ0_CAPO3,359,385,TM
tr|A0A0D2VU02|A0A0D2VU02_CAPO3,144,166,TM
tr|A0A0D2VU25|A0A0D2VU25_CAPO3,178,197,TM
tr|A0A0D2VU57|A0A0D2VU57_CAPO3,888,911,TM
tr|A0A0D2VU89|A0A0D2VU89_CAPO3,33,51,TM
tr|A0A0D2VUA6|A0A0D2VUA6_CAPO3,7,17,SP
tr|A0A0D2VUE0|A0A0D2VUE0_CAPO3,365,382,TM
tr|A0A0D2VUE3|A0A0D2VUE3_CAPO3,1384,1408,TM
tr|A0A0D2VUS7|A0A0D2VUS7_CAPO3,3,10,SP
tr|A0A0D2VUY1|A0A0D2VUY1_CAPO3,35,55,TM
tr|A0A0D2VV27|A0A0D2VV27_CAPO3,7,17,SP
tr|A0A0D2VV35|A0A0D2VV35_CAPO3,6,24,TM
tr|A0A0D2VV43|A0A0D2VV43_CAPO3,387,409,TM
tr|A0A0D2VV65|A0A0D2VV65_CAPO3,39,59,TM
tr|A0A0D2VVE9|A0A0D2VVE9_CAPO3,688,708,TM
tr|A0A0D2VVK3|A0A0D2VVK3_CAPO3,12,30,TM
tr|A0A0D2VVL2|A0A0D2VVL2_CAPO3,7,16,SP
tr|A0A0D2VVL7|A0A0D2VVL7_CAPO3,698,721,TM
tr|A0A0D2VVN4|A0A0D2VVN4_CAPO3,127,147,TM
tr|A0A0D2VVR9|A0A0D2VVR9_CAPO3,3,14,SP
tr|A0A0D2VVV7|A0A0D2VVV7_CAPO3,150,169,TM
tr|A0A0D2VVW1|A0A0D2VVW1_CAPO3,57,79,TM
tr|A0A0D2VVX5|A0A0D2VVX5_CAPO3,6,25,TM
tr|A0A0D2VVY2|A0A0D2VVY2_CAPO3,1217,1235,TM
tr|A0A0D2VW20|A0A0D2VW20_CAPO3,876,895,TM
tr|A0A0D2VW73|A0A0D2VW73_CAPO3,18,29,SP
tr|A0A0D2VWC4|A0A0D2VWC4_CAPO3,900,930,TM
tr|A0A0D2VWD7|A0A0D2VWD7_CAPO3,411,434,TM
tr|A0A0D2VWJ0|A0A0D2VWJ0_CAPO3,94,115,TM
tr|A0A0D2VWJ9|A0A0D2VWJ9_CAPO3,155,175,TM
tr|A0A0D2VWM5|A0A0D2VWM5_CAPO3,37,58,TM
tr|A0A0D2VWS6|A0A0D2VWS6_CAPO3,8,19,SP
tr|A0A0D2VWT6|A0A0D2VWT6_CAPO3,471,492,TM
tr|A0A0D2VWV2|A0A0D2VWV2_CAPO3,406,429,TM
tr|A0A0D2VX34|A0A0D2VX34_CAPO3,2,10,SP
tr|A0A0D2VX39|A0A0D2VX39_CAPO3,38,58,TM
tr|A0A0D2VX46|A0A0D2VX46_CAPO3,13,23,SP
tr|A0A0D2VXB8|A0A0D2VXB8_CAPO3,13,24,SP
tr|A0A0D2VXD0|A0A0D2VXD0_CAPO3,572,589,TM
tr|A0A0D2VXE9|A0A0D2VXE9_CAPO3,719,742,TM
tr|A0A0D2VXG6|A0A0D2VXG6_CAPO3,14,25,SP
tr|A0A0D2VXJ3|A0A0D2VXJ3_CAPO3,7,19,SP
tr|A0A0D2VXP9|A0A0D2VXP9_CAPO3,221,240,TM
tr|A0A0D2VXQ5|A0A0D2VXQ5_CAPO3,28,46,TM
tr|A0A0D2VXT4|A0A0D2VXT4_CAPO3,9,34,TM
tr|A0A0D2VXV0|A0A0D2VXV0_CAPO3,560,581,TM
tr|A0A0D2VY63|A0A0D2VY63_CAPO3,68,88,TM
tr|A0A0D2VY77|A0A0D2VY77_CAPO3,11,22,SP
tr|A0A0D2VYL6|A0A0D2VYL6_CAPO3,51,69,TM
tr|A0A0D2VYN0|A0A0D2VYN0_CAPO3,243,263,TM
tr|A0A0D2VYV8|A0A0D2VYV8_CAPO3,553,576,TM
tr|A0A0D2VYW4|A0A0D2VYW4_CAPO3,6,16,SP
tr|A0A0D2VYY6|A0A0D2VYY6_CAPO3,201,226,TM
tr|A0A0D2VZ10|A0A0D2VZ10_CAPO3,5,13,SP
tr|A0A0D2VZA3|A0A0D2VZA3_CAPO3,70,98,TM
tr|A0A0D2VZA6|A0A0D2VZA6_CAPO3,6,27,TM
tr|A0A0D2VZN9|A0A0D2VZN9_CAPO3,655,679,TM
tr|A0A0D2VZP2|A0A0D2VZP2_CAPO3,6,13,SP
tr|A0A0D2VZV6|A0A0D2VZV6_CAPO3,63,90,TM
tr|A0A0D2VZW6|A0A0D2VZW6_CAPO3,10,21,SP
tr|A0A0D2W034|A0A0D2W034_CAPO3,6,26,TM
tr|A0A0D2W0A1|A0A0D2W0A1_CAPO3,4,15,SP
tr|A0A0D2W0D5|A0A0D2W0D5_CAPO3,542,565,TM
tr|A0A0D2W0E6|A0A0D2W0E6_CAPO3,12,29,TM
tr|A0A0D2W0G3|A0A0D2W0G3_CAPO3,4,14,SP
tr|A0A0D2W0J6|A0A0D2W0J6_CAPO3,189,208,TM
tr|A0A0D2W0P8|A0A0D2W0P8_CAPO3,4,14,SP
tr|A0A0D2W0Q2|A0A0D2W0Q2_CAPO3,10,18,SP
tr|A0A0D2W0X2|A0A0D2W0X2_CAPO3,7,25,SP
tr|A0A0D2W1C5|A0A0D2W1C5_CAPO3,6,24,TM
tr|A0A0D2W1J2|A0A0D2W1J2_CAPO3,6,17,SP
tr|A0A0D2W1L2|A0A0D2W1L2_CAPO3,466,483,TM
tr|A0A0D2W1N3|A0A0D2W1N3_CAPO3,39,60,TM
tr|A0A0D2W1V6|A0A0D2W1V6_CAPO3,852,875,TM
tr|A0A0D2W229|A0A0D2W229_CAPO3,447,469,TM
tr|A0A0D2WG73|A0A0D2WG73_CAPO3,579,600,TM
tr|A0A0D2WGC7|A0A0D2WGC7_CAPO3,646,670,TM
tr|A0A0D2WGG3|A0A0D2WGG3_CAPO3,53,74,TM
tr|A0A0D2WGG9|A0A0D2WGG9_CAPO3,12,22,SP
tr|A0A0D2WGI8|A0A0D2WGI8_CAPO3,11,19,SP
tr|A0A0D2WGJ3|A0A0D2WGJ3_CAPO3,1072,1095,TM
tr|A0A0D2WGM3|A0A0D2WGM3_CAPO3,693,716,TM
tr|A0A0D2WGN6|A0A0D2WGN6_CAPO3,373,393,TM
tr|A0A0D2WGT6|A0A0D2WGT6_CAPO3,380,403,TM
tr|A0A0D2WGX2|A0A0D2WGX2_CAPO3,422,443,TM
tr|A0A0D2WGY0|A0A0D2WGY0_CAPO3,42,61,TM
tr|A0A0D2WGZ9|A0A0D2WGZ9_CAPO3,257,278,TM
tr|A0A0D2WH21|A0A0D2WH21_CAPO3,3,12,SP
tr|A0A0D2WH26|A0A0D2WH26_CAPO3,58,77,TM
tr|A0A0D2WH60|A0A0D2WH60_CAPO3,4,19,SP
tr|A0A0D2WH72|A0A0D2WH72_CAPO3,478,499,TM
tr|A0A0D2WH85|A0A0D2WH85_CAPO3,2,9,SP
tr|A0A0D2WHE3|A0A0D2WHE3_CAPO3,10,21,SP
tr|A0A0D2WHM5|A0A0D2WHM5_CAPO3,544,565,TM
tr|A0A0D2WHM7|A0A0D2WHM7_CAPO3,384,405,TM
tr|A0A0D2WHN0|A0A0D2WHN0_CAPO3,14,42,TM
tr|A0A0D2WHN3|A0A0D2WHN3_CAPO3,6,28,TM
tr|A0A0D2WHR3|A0A0D2WHR3_CAPO3,1347,1374,TM
tr|A0A0D2WHR6|A0A0D2WHR6_CAPO3,80,99,TM
tr|A0A0D2WHT8|A0A0D2WHT8_CAPO3,7142,7164,TM
tr|A0A0D2WHW7|A0A0D2WHW7_CAPO3,417,435,TM
tr|A0A0D2WHZ0|A0A0D2WHZ0_CAPO3,11,19,SP
tr|A0A0D2WHZ1|A0A0D2WHZ1_CAPO3,4,11,SP
tr|A0A0D2WHZ7|A0A0D2WHZ7_CAPO3,229,246,TM
tr|A0A0D2WI13|A0A0D2WI13_CAPO3,40,65,TM
tr|A0A0D2WI26|A0A0D2WI26_CAPO3,2,9,SP
tr|A0A0D2WI31|A0A0D2WI31_CAPO3,11,19,SP
tr|A0A0D2WI37|A0A0D2WI37_CAPO3,469,496,TM
tr|A0A0D2WI38|A0A0D2WI38_CAPO3,5,16,SP
tr|A0A0D2WI47|A0A0D2WI47_CAPO3,35,58,TM
tr|A0A0D2WI49|A0A0D2WI49_CAPO3,406,428,TM
tr|A0A0D2WI68|A0A0D2WI68_CAPO3,137,156,TM
tr|A0A0D2WI97|A0A0D2WI97_CAPO3,471,489,TM
tr|A0A0D2WIB3|A0A0D2WIB3_CAPO3,12,31,TM
tr|A0A0D2WIC1|A0A0D2WIC1_CAPO3,5,16,SP
tr|A0A0D2WID1|A0A0D2WID1_CAPO3,6,17,SP
tr|A0A0D2WID3|A0A0D2WID3_CAPO3,1374,1400,TM
tr|A0A0D2WID9|A0A0D2WID9_CAPO3,585,605,TM
tr|A0A0D2WIE1|A0A0D2WIE1_CAPO3,22,43,TM
tr|A0A0D2WIE6|A0A0D2WIE6_CAPO3,153,173,TM
tr|A0A0D2WIG5|A0A0D2WIG5_CAPO3,983,1002,TM
tr|A0A0D2WIH0|A0A0D2WIH0_CAPO3,267,288,TM
tr|A0A0D2WII4|A0A0D2WII4_CAPO3,23,46,TM
tr|A0A0D2WII7|A0A0D2WII7_CAPO3,94,114,TM
tr|A0A0D2WIJ8|A0A0D2WIJ8_CAPO3,2,13,SP
tr|A0A0D2WIL1|A0A0D2WIL1_CAPO3,615,636,TM
tr|A0A0D2WIL3|A0A0D2WIL3_CAPO3,3,13,SP
tr|A0A0D2WIL7|A0A0D2WIL7_CAPO3,46,66,TM
tr|A0A0D2WIL9|A0A0D2WIL9_CAPO3,64,83,TM
tr|A0A0D2WIN3|A0A0D2WIN3_CAPO3,116,134,TM
tr|A0A0D2WIN4|A0A0D2WIN4_CAPO3,1217,1239,TM
tr|A0A0D2WIN6|A0A0D2WIN6_CAPO3,1513,1531,TM
tr|A0A0D2WIP2|A0A0D2WIP2_CAPO3,563,585,TM
tr|A0A0D2WIP3|A0A0D2WIP3_CAPO3,25,44,TM
tr|A0A0D2WIP8|A0A0D2WIP8_CAPO3,38,49,SP
tr|A0A0D2WIQ0|A0A0D2WIQ0_CAPO3,47,66,TM
tr|A0A0D2WIR0|A0A0D2WIR0_CAPO3,37,57,TM
tr|A0A0D2WIR5|A0A0D2WIR5_CAPO3,5,15,SP
tr|A0A0D2WIR7|A0A0D2WIR7_CAPO3,457,479,TM
tr|A0A0D2WIS1|A0A0D2WIS1_CAPO3,396,417,TM
tr|A0A0D2WIV0|A0A0D2WIV0_CAPO3,450,472,TM
tr|A0A0D2WIX0|A0A0D2WIX0_CAPO3,22,47,TM
tr|A0A0D2WIZ4|A0A0D2WIZ4_CAPO3,63,82,TM
tr|A0A0D2WJ21|A0A0D2WJ21_CAPO3,179,202,TM
tr|A0A0D2WJ40|A0A0D2WJ40_CAPO3,325,348,TM
tr|A0A0D2WJ46|A0A0D2WJ46_CAPO3,2697,2719,TM
tr|A0A0D2WJ84|A0A0D2WJ84_CAPO3,4,11,SP
tr|A0A0D2WJ87|A0A0D2WJ87_CAPO3,5,15,SP
tr|A0A0D2WJA2|A0A0D2WJA2_CAPO3,3,14,SP
tr|A0A0D2WJB0|A0A0D2WJB0_CAPO3,349,371,TM
tr|A0A0D2WJD7|A0A0D2WJD7_CAPO3,469,489,TM
tr|A0A0D2WJD8|A0A0D2WJD8_CAPO3,411,434,TM
tr|A0A0D2WJF4|A0A0D2WJF4_CAPO3,337,361,TM
tr|A0A0D2WJG7|A0A0D2WJG7_CAPO3,37,58,TM
tr|A0A0D2WJG9|A0A0D2WJG9_CAPO3,271,293,TM
tr|A0A0D2WJH5|A0A0D2WJH5_CAPO3,2,13,SP
tr|A0A0D2WJH6|A0A0D2WJH6_CAPO3,414,437,TM
tr|A0A0D2WJH8|A0A0D2WJH8_CAPO3,58,80,TM
tr|A0A0D2WJI2|A0A0D2WJI2_CAPO3,67,83,TM
tr|A0A0D2WJJ6|A0A0D2WJJ6_CAPO3,77,101,TM
tr|A0A0D2WJK7|A0A0D2WJK7_CAPO3,20,40,TM
tr|A0A0D2WJL5|A0A0D2WJL5_CAPO3,344,363,TM
tr|A0A0D2WJM2|A0A0D2WJM2_CAPO3,476,493,TM
tr|A0A0D2WJP4|A0A0D2WJP4_CAPO3,101,119,TM
tr|A0A0D2WJP8|A0A0D2WJP8_CAPO3,26,45,TM
tr|A0A0D2WJQ1|A0A0D2WJQ1_CAPO3,6,17,SP
tr|A0A0D2WJR6|A0A0D2WJR6_CAPO3,74,95,TM
tr|A0A0D2WJS0|A0A0D2WJS0_CAPO3,505,529,TM
tr|A0A0D2WJS3|A0A0D2WJS3_CAPO3,678,703,TM
tr|A0A0D2WJT5|A0A0D2WJT5_CAPO3,12,28,TM
tr|A0A0D2WJU5|A0A0D2WJU5_CAPO3,616,634,TM
tr|A0A0D2WJU8|A0A0D2WJU8_CAPO3,4,15,SP
tr|A0A0D2WJV1|A0A0D2WJV1_CAPO3,13,24,SP
tr|A0A0D2WJV2|A0A0D2WJV2_CAPO3,3,10,SP
